# ФОРМЫ ВОПРОСА СВОДА И ТО, ЧИТАЕТ ЛИ ИХ КТО-НИБУДЬ (06.09)
#
# СЛОВА ВОПРОСА НЕ ЧИТАЕТ НИКТО — не в одном суде, а в корпусе вообще.
# Порченый вопрос («кратн ли 7 числу 3?») остаётся вопросной половиной
# объявленной пары и покрыт правилом (б) закона покрытия; пара проверяет
# ВЕЛИЧИНЫ вопроса и их порядок, а слова — нет.
#
#     ЗАКОН ПАРЫ ЧИТАЕТ ВЕЛИЧИНЫ, И ПОТОМУ ОН СЛЕП НА ВОПРОС О СВОЙСТВЕ.
#     «чётно ли 32?» и «чётн ли 32?» несут одни и те же величины в одном
#     порядке — пара их не различает, а иного читателя у вопроса нет.
#
# ЧИТАЕТСЯ ли форма — проверено ПОРЧЕЙ первого слова вопроса в три буквы:
# если вердикт СТРОКИ дрогнул (ложь или немота), слова читал кто-то.
# Выборка: 40 строк на мир.
форма	миры	строк	читается	пример
the book is above the key. where is the key?	place	1	да	the book is above the key. where is the key?
the book is to the left of the key, the key is to the left of the cup. what is between the book and the cup?	place	1	да	the book is to the left of the key, the key is to the left of the cup. what is between the book and the cup?
the cat crawled # metres. the kangaroo crawled # metres. how many fewer metres did the kangaroo crawl than the cat?	measure_story	1	да	the cat crawled 48 metres. the kangaroo crawled 19 metres. how many fewer metres did the kangaroo crawl than t
the cat jumped # feet and then # feet. how far did the cat jump in all?	action_measure	1	да	the cat jumped 27 feet and then 13 feet. how far did the cat jump in all?
the cat jumped # feet. how far did the cat jump?	action_measure	1	да	the cat jumped 27 feet. how far did the cat jump?
the child waited # days. how long did the child wait?	unit_counts	1	да	the child waited 5 days. how long did the child wait?
the child waited # minutes. how long did the child wait?	unit_counts	1	да	the child waited 2 minutes. how long did the child wait?
the coin is in the box, and the box is on the shelf. where is the coin?	everyday	1	да	the coin is in the box, and the box is on the shelf. where is the coin?
the cup is below the key, the key is below the book. what is between the cup and the book?	place	1	да	the cup is below the key, the key is below the book. what is between the cup and the book?
the cup is to the right of the lamp. where is the lamp?	place	1	да	the cup is to the right of the lamp. where is the lamp?
the dog crawled # feet. the cat crawled # feet. how many more feet did the dog crawl than the cat?	measure_story	1	да	the dog crawled 31 feet. the cat crawled 25 feet. how many more feet did the dog crawl than the cat?
the dog jumped # inches. the frog jumped # inches. how many fewer inches did the frog jump than the dog?	measure_story	1	да	the dog jumped 48 inches. the frog jumped 19 inches. how many fewer inches did the frog jump than the dog?
the dog ran # inches. the mouse ran # inches. how many fewer inches did the mouse run than the dog?	measure_story	1	да	the dog ran 31 inches. the mouse ran 25 inches. how many fewer inches did the mouse run than the dog?
the dog swam # inches. the kangaroo swam # inches. how many fewer inches did the kangaroo swim than the dog?	measure_story	1	да	the dog swam 31 inches. the kangaroo swam 25 inches. how many fewer inches did the kangaroo swim than the dog?
the first rule: do not create files. the second rule: do not move files. delete # files. may the order be carried out?	mandateforms	1	да	the first rule: do not create files. the second rule: do not move files. delete 5 files. may the order be carr
the first rule: do not delete files. the second rule: do not move files. create # records. may the order be carried out?	mandateforms	1	да	the first rule: do not delete files. the second rule: do not move files. create 7 records. may the order be ca
the flower is in the garden, and the garden is in the house. where is the flower?	everyday	1	да	the flower is in the garden, and the garden is in the house. where is the flower?
the frog jumped # inches and then # inches. how far did the frog jump in all?	action_measure	1	да	the frog jumped 46 inches and then 14 inches. how far did the frog jump in all?
the frog weighed # pounds and then # pounds. how much did the frog weigh in all?	action_measure	1	да	the frog weighed 31 pounds and then 19 pounds. how much did the frog weigh in all?
the frog weighed # pounds. how much did the frog weigh?	action_measure	1	да	the frog weighed 15 pounds. how much did the frog weigh?
the grasshopper crawled # inches. the kangaroo crawled # inches. how many more inches did the grasshopper crawl than the kangaroo?	measure_story	1	да	the grasshopper crawled 73 inches. the kangaroo crawled 41 inches. how many more inches did the grasshopper cr
the grasshopper flew # feet. the kangaroo flew # feet. how many more feet did the grasshopper fly than the kangaroo?	measure_story	1	да	the grasshopper flew 18 feet. the kangaroo flew 9 feet. how many more feet did the grasshopper fly than the ka
the human heart is an organ that pumps blood. what does the human heart do?	genus_diff	1	да	the human heart is an organ that pumps blood. what does the human heart do?
the items are light and circle. a numbered list of # items — which items?	md_structures	1	да	the items are light and circle. a numbered list of 2 items — which items?
the items are measure and forest. a numbered list of # items — which items?	md_structures	1	да	the items are measure and forest. a numbered list of 2 items — which items?
the items are point and road. a numbered list of # items — which items?	md_structures	1	да	the items are point and road. a numbered list of 2 items — which items?
the kangaroo ran # inches. the mouse ran # inches. how many fewer inches did the mouse run than the kangaroo?	measure_story	1	да	the kangaroo ran 18 inches. the mouse ran 9 inches. how many fewer inches did the mouse run than the kangaroo?
the kangaroo weighed # kilograms and then # kilograms. how much did the kangaroo weigh in all?	action_measure	1	да	the kangaroo weighed 31 kilograms and then 19 kilograms. how much did the kangaroo weigh in all?
the meeting lasts # weeks. how long does the meeting last?	unit_counts	1	да	the meeting lasts 3 weeks. how long does the meeting last?
the mouse ran # feet. the dog ran # feet. how many more feet did the mouse run than the dog?	measure_story	1	да	the mouse ran 65 feet. the dog ran 28 feet. how many more feet did the mouse run than the dog?
the mouse ran # metres. the kangaroo ran # metres. how many fewer metres did the kangaroo run than the mouse?	measure_story	1	да	the mouse ran 65 metres. the kangaroo ran 28 metres. how many fewer metres did the kangaroo run than the mouse
the numbers: #, #, #, #. how do they go in ascending order?	orderforms	1	да	the numbers: 96, 74, 85, 52. how do they go in ascending order?
the numbers: #, #, #. which number is the second largest?	orderforms	1	да	the numbers: 9, 27, 14. which number is the second largest?
the roman numeral XIV. what number is this?	roman	1	да	the roman numeral XIV. what number is this?
the rope is # metres # centimetres long. # metres # centimetres was tied to it. how long is it now?	mixedunits	1	да	the rope is 6 metres 48 centimetres long. 2 metres 64 centimetres was tied to it. how long is it now?
the rope was # metres # centimetres long. # metre # centimetres was cut off it. how much is left?	mixedunits	1	да	the rope was 9 metres 7 centimetres long. 1 metre 35 centimetres was cut off it. how much is left?
the tank is # feet wide and # feet long and holds # cubic feet of water. what is the tank's water depth?	gsmforms	1	да	the tank is 5 feet wide and 5 feet long and holds 100 cubic feet of water. what is the tank's water depth?
the train goes # km/h. how far will it go in # hours?	speedforms	1	да	the train goes 50 km/h. how far will it go in 7 hours?
the train went # km in # hours. how many kilometres per hour does it go?	speedforms	1	да	the train went 240 km in 2 hours. how many kilometres per hour does it go?
the trip takes # days. how long does the trip take?	unit_counts	1	да	the trip takes 3 days. how long does the trip take?
the trip takes # months. how long does the trip take?	unit_counts	1	да	the trip takes 5 months. how long does the trip take?
the work took # day. how long did the work take?	unit_counts	1	да	the work took 1 day. how long did the work take?
the work took # weeks. how long did the work take?	unit_counts	1	да	the work took 10 weeks. how long did the work take?
theorem: if a is even and b is even, then a + b is even. what is the conclusion?	metalang	1	да	theorem: if a is even and b is even, then a + b is even. what is the conclusion?
theorem: if a leaves remainder # when divided by # and b leaves remainder # when divided by #, then a * b leaves remainder # when divided by #. how is it proved?	metalang	1	да	theorem: if a leaves remainder 3 when divided by 5 and b leaves remainder 3 when divided by 5, then a * b leav
theorem: if a leaves remainder # when divided by # and b leaves remainder # when divided by #, then a + b is divisible by #. what is the condition?	metalang	1	да	theorem: if a leaves remainder 2 when divided by 4 and b leaves remainder 2 when divided by 4, then a + b is d
there are # apples in the bag. tara took # apples. how many apples are left?	items	1	да	there are 8 apples in the bag. tara took 2 apples. how many apples are left?
there are # apples in the basket: # red and # green. how many apples are not red?	quantforms	1	да	there are 4 apples in the basket: 1 red and 3 green. how many apples are not red?
there are # apples in the basket: all # red. are all the apples red?	quantforms	1	да	there are 5 apples in the basket: all 5 red. are all the apples red?
there are # apples on the table. vera took # apples. how many apples are there now?	items	1	да	there are 10 apples on the table. vera took 4 apples. how many apples are there now?
there are # blue marbles. there are four times as many red marbles as blue marbles. how many marbles are there in all?	relations_story	1	да	there are 38 blue marbles. there are four times as many red marbles as blue marbles. how many marbles are ther
there are # candies in the box. omar took # candies. how many candies are left?	items	1	да	there are 4 candies in the box. omar took 2 candies. how many candies are left?
there are # cards and # flowers on the table. how many flowers are on the table?	sceneforms	1	да	there are 24 cards and 8 flowers on the table. how many flowers are on the table?
there are # cards in the room. # of them are red. how many are not red?	action_pages	1	да	there are 800 cards in the room. 15 of them are red. how many are not red?
there are # eggs on the shelf. where are the # eggs?	holdforms	1	да	there are 4 eggs on the shelf. where are the 4 eggs?
there are # files in the box. how many messages are in the box?	nomention	1	да	there are 7 files in the box. how many messages are in the box?
there are # files in the folder. how many files are in the box?	nomention	1	да	there are 11 files in the folder. how many files are in the box?
there are # files in the folder. the act creates # file twice. how many files are in the folder after the act?	toolforms	1	да	there are 12 files in the folder. the act creates 1 file twice. how many files are in the folder after the act
there are # files in the folder. the act creates # file. how many files are in the folder after the act?	toolforms	1	да	there are 27 files in the folder. the act creates 1 file. how many files are in the folder after the act?
there are # files in the folder. the act only reads. how many files are in the folder after the act?	toolforms	1	да	there are 29 files in the folder. the act only reads. how many files are in the folder after the act?
there are # files in the folder. the first act creates # file. the second act only reads. the third act creates # files. how many acts changed the count?	episodeforms	1	да	there are 10 files in the folder. the first act creates 1 file. the second act only reads. the third act creat
there are # files in the folder. the first act creates # files. how many files are in the folder?	personforms	1	да	there are 12 files in the folder. the first act creates 5 files. how many files are in the folder?
there are # files in the folder. the first act creates # files. the second act creates # file. the third act deletes # files. which act changed the count most?	episodeforms	1	да	there are 5 files in the folder. the first act creates 3 files. the second act creates 1 file. the third act d
there are # files in the folder. the first act creates # files. the second act deletes # files. the third act creates # files. how many files are in the folder after all the acts?	episodeforms	1	да	there are 14 files in the folder. the first act creates 5 files. the second act deletes 6 files. the third act
there are # files in the folder. the first act deletes # files. the second act creates # files. the third act creates # files. which act changed the count most?	episodeforms	1	да	there are 6 files in the folder. the first act deletes 4 files. the second act creates 4 files. the third act 
there are # files in the folder. there are # files in the box. there are # files in the list. the summary: # files in the folder, # files in the box. is the summary right?	summaryforms	1	да	there are 13 files in the folder. there are 16 files in the box. there are 3 files in the list. the summary: 1
there are # files on the shelf. how many files are in the box?	nomention	1	да	there are 15 files on the shelf. how many files are in the box?
there are # files on the shelf. there are # files in the folder. how many files are in the folder?	nomention	1	да	there are 15 files on the shelf. there are 2 files in the folder. how many files are in the folder?
there are # girls. there are twice as many boys as girls. how many pupils are there in all?	relations_story	1	да	there are 42 girls. there are twice as many boys as girls. how many pupils are there in all?
there are # messages in the folder. there are # messages in the box. there are # messages in the list. there are # messages on the shelf. the summary: # messages in the folder, # messages in the list, # messages on the shelf. about which place is the summary silent?	summaryforms	1	да	there are 13 messages in the folder. there are 16 messages in the box. there are 3 messages in the list. there
there are # messages in the folder. there are # messages in the box. there are # messages in the list. there are # messages on the shelf. the summary: # messages in the folder, # messages in the list, # messages on the shelf. what does the summary say about the folder?	summaryforms	1	да	there are 3 messages in the folder. there are 6 messages in the box. there are 9 messages in the list. there a
there are # messages in the list. the act deletes # messages. how many messages are in the list after the act?	toolforms	1	да	there are 8 messages in the list. the act deletes 3 messages. how many messages are in the list after the act?
there are # messages in the list. the first act creates # messages. the second act creates # messages. the third act deletes # messages. how many messages are in the list after the second act?	episodeforms	1	да	there are 15 messages in the list. the first act creates 2 messages. the second act creates 5 messages. the th
there are # more cats than dogs in the yard. there are # dogs in the yard. how many cats are there in the yard?	action_measure	1	да	there are 4 more cats than dogs in the yard. there are 9 dogs in the yard. how many cats are there in the yard
there are # records in the box. the act creates # records twice. how many records are in the box after the act?	toolforms	1	да	there are 4 records in the box. the act creates 2 records twice. how many records are in the box after the act
there are # records in the folder. there are # records in the box. how many records are in the list?	nomention	1	да	there are 21 records in the folder. there are 6 records in the box. how many records are in the list?
there are # records in the folder. there are # records in the box. there are # records in the list. the summary: # records in the folder, # records in the box. is the summary right?	summaryforms	1	да	there are 18 records in the folder. there are 5 records in the box. there are 8 records in the list. the summa
